name	symbol	drugs	ID	ADME	target	dbsnp	mutype	tag	clinvarID	clinvar_clnsig	primary	SNP rs	Chromosome	Location	Population	PubMed	Context	P-Value	disease	NºDrogas	Nº Variantes	Tipo Gen	
hsa:100653049 hsa:125115 hsa:147183 hsa:162605 hsa:192666 hsa:25984 hsa:342574 hsa:353288 hsa:3857 hsa:3858 hsa:3859 hsa:3860 hsa:3861 hsa:3866 hsa:3868 hsa:3872 hsa:3875 hsa:3880 hsa:3881 hsa:3882 hsa:3883 hsa:3884 hsa:3885 hsa:3886 hsa:390792 hsa:54474 hsa:8687 hsa:8688 hsa:8689	[KRT10][KRT12][KRT14][KRT16][KRT9]	Zinc,Griseofulvin	DB01593,DB00400		True	rs56809156,rs267607384,rs267607379,rs587776817,rs61460100,rs58852768,rs62652043,rs60035576,rs267607378,rs267607380,rs267607383,rs58075662,rs60118264,rs58901407,rs57784225,rs58414354,rs61434181,rs58026994,rs59175042,rs62651994,rs58735429,rs62651995,rs59075499,rs60712939,rs267607381,rs587776815,rs587776816,rs267607377,rs267607385,rs773740952,rs28936695,rs58864803,rs61167390,rs58038639,rs61282718,rs59350319,rs59202432,rs62635290,rs58343600,rs267607386,rs267607387,rs886038212,rs57218384,rs58410481,rs58918655,rs58162394,rs59465138,rs60231560,rs61221088,rs58357841,rs58397858,rs57180772,rs267607389,rs267607390,rs267607404,rs267607406,rs760721828,rs769596857,rs62652044,rs56974573,rs57278315,rs59829117,rs61540016,rs58380626,rs57364972,rs58762773,rs61263401,rs147611635,rs61664582,rs59780231,rs57522245,rs57200223,rs58645163,rs58393329,rs59442925,rs58378809,rs60622724,rs58330629,rs3826549,rs60399023,rs61027685,rs58706476,rs60993843,rs60589227,rs61085704,rs267607391,rs60831116,rs61536893,rs59440884,rs60338701,rs56798071,rs60352920,rs267607393,rs267607392,rs267607394,rs267607395,rs267607396,rs267607397,rs267607398,rs267607399,rs59966597,rs267607400,rs267607403,rs200836945,rs61765950,rs267607405,rs59629244,rs57121345,rs58560979,rs61371557,rs59110575,rs60725382,rs57358989,rs58785777,rs60470268,rs28928893,rs59375065,rs60090257,rs59271739,rs60171927,rs61326242,rs113582618,rs200779504,rs60779206,rs57424749,rs267607408,rs267607410,rs267607411,rs58181827,rs58293603,rs28928894,rs28928895,rs59328451,rs58608173,rs267607409,rs59856285,rs60723330,rs60944949,rs59349773,rs201445979,rs587777717,rs57909628,rs57019720,rs28940896,rs56707768,rs59296273,rs57758262,rs58120120,rs59510579,rs267607420,rs77688767,rs58597584,rs57536312,rs59616921,rs59878153,rs61157095,rs58149344,rs59317143	inframe,noncoding,frameshift,gross,missense,nonsense,canonical-splice	DM,DM?,DFP	66179,14584,66161,14583,66172,66969,66167,29764,66164,66162,66165,14573,14569,66176,14576,14579,14577,14571,66175,66174,14572,14578,14575,66177,66163,66178,66166,66159,14581,14582,432261,449615,7927,66123,66124,66126,66125,66118,66119,66120,66127,66121,66122,254686,7921,7924,7923,7926,7922,7925,66117,66385,66352,66323,66311,66366,66316,66329,66321,66375,66371,66301,66337,66327,66362,14621,14622,14623,66341,66315,66319,66355,66312,419836,66309,66322,66368,66324,66348,66345,66347,66358,66356,66361,66342,66373,66325,66333,14626,66303,66326,66338,66357,66359,66354,66318,66363,66314,66349,66310,66308,66350,66364,66365,66376,66304,66305,66307,66313,66320,66317,66339,66370,66386,14613,14612,14611,14614,66377,14617,66344,14616,14620,66343,66380,66302,66306,66353,14619,66379,66382,66340,14628,66367,66383,66384,66369,66378,66603,66607,66602,14603,14606,14608,14609,14607,66608,66605,66606,66610,66604,265486,265217,14602,14601,14600,14605,14604,66147,3007,3008,3009,66154,66156,66148,66153,66152,66146,66145,66155,3002,3003,3000,2999,3001,2997,2998,3004,3005,3006,66158	not_provided,Pathogenic,Pathogenic/Likely_pathogenic,Uncertain_significance	None	None	None	None	None	None	None	None	None	2	158	T	
hsa:5241	PGR	Etonogestrel,Desogestrel,Megestrol acetate,Levonorgestrel,Dydrogesterone,Progesterone,Spironolactone,Fluticasone propionate,Medroxyprogesterone acetate,Mitotane,Norethisterone,Mometasone,Ethynodiol diacetate,Mifepristone,Norgestimate,Drospirenone,Danazol,Oxybenzone,Norelgestromin,Hydroxyprogesterone caproate,Ulipristal,Dienogest,Medrogestone,Norgestrel,Homosalate,Enzacamene,Gestrinone,Lindane,Allylestrenol	DB00294,DB00304,DB00351,DB00367,DB00378,DB00396,DB00421,DB00588,DB00603,DB00648,DB00717,DB00764,DB00823,DB00834,DB00957,DB01395,DB01406,DB01428,DB06713,DB06789,DB08867,DB09123,DB09124,DB09389,DB11064,DB11219,DB11619,DB00431,DB01431		True	rs1042838,rs10895068	missense,gross,regulatory	DFP,DM			True	523332	11	101003588	European	29608257	regulatory_region_variant	0.000005	True	29	2	TD	
hsa:1509	CTSD	Insulin Human,Insulin Pork	DB00030,DB00071		True	rs1057519591,rs786205105,rs730882208,rs752612332,rs17571,rs121912789,rs121912790,rs796052407,rs797045137,rs797045138,rs587779409,rs895654125,rs755866863,rs759564989,rs750762846,rs141482597	inframe,frameshift,missense,splice	DM,DFP,DM?	375630,17575,183293,430138,128873,17573,17574,205363,208848,208849,100732,423805	Likely_pathogenic,Pathogenic,Benign/Likely_benign,Uncertain_significance	None	None	None	None	None	None	None	None	None	2	16	T	
hsa:117 hsa:135 hsa:139760 hsa:153 hsa:1812 hsa:1816 hsa:2492 hsa:2696 hsa:2740 hsa:3360 hsa:3362 hsa:4158 hsa:4881 hsa:5732 hsa:7253 hsa:7434	[ADORA2A][ADRB1][DRD1][DRD5][HTR4][HTR6][NPR1][PTGER2]	Caffeine,Theophylline,Mefloquine,Lamotrigine,Adenosine,Dyphylline,Pentoxifylline,Oxtriphylline,Theobromine,Amphetamine,Betaxolol,Bethanidine,Cabergoline,Metoprolol,Amitriptyline,Olanzapine,Atenolol,Norepinephrine,Mirtazapine,Timolol,Phenylpropanolamine,Loxapine,Carteolol,Nortriptyline,Propranolol,Labetalol,Bisoprolol,Epinephrine,Trimipramine,Pseudoephedrine,Alprenolol,Salmeterol,Pindolol,Formoterol,Salbutamol,Isoprenaline,Amiodarone,Carvedilol,Desipramine,Propafenone,Acebutolol,Nadolol,Bevantolol,Penbutolol,Ephedra,Mephentermine,Clenbuterol,Oxprenolol,Celiprolol,Dronedarone,Nebivolol,Asenapine,Droxidopa,Vortioxetine,Racepinephrine,Ziprasidone,Ropinirole,Methylergometrine,Clozapine,Pramipexole,Promazine,Imipramine,Chlorpromazine,Haloperidol,Triflupromazine,Amoxapine,Cinnarizine,Lisuride,Fluphenazine,Thioridazine,Ergotamine,Apomorphine,Risperidone,Propiomazine,Fenoldopam,Minaprine,Perphenazine,Flupentixol,Dopamine,Ergoloid mesylate,Pergolide,Bromocriptine,Quetiapine,Levodopa,Aripiprazole,Chlorprothixene,Paliperidone,Methotrimeprazine,Propericiazine,Acepromazine,Pipotiazine,Thioproperazine,Thiothixene,Zuclopenthixol,Iloperidone,Rotigotine,Mianserin,Zotepine,Pipamperone,Cisapride,Ondansetron,Tegaserod,Metoclopramide,Cinitapride,Doxepin,Sertindole,Isosorbide Dinitrate,Alprostadil,Dinoprostone	DB00201,DB00277,DB00358,DB00555,DB00640,DB00651,DB00806,DB01303,DB01412,DB00182,DB00195,DB00217,DB00248,DB00264,DB00321,DB00334,DB00335,DB00368,DB00370,DB00373,DB00397,DB00408,DB00521,DB00540,DB00571,DB00598,DB00612,DB00668,DB00726,DB00852,DB00866,DB00938,DB00960,DB00983,DB01001,DB01064,DB01118,DB01136,DB01151,DB01182,DB01193,DB01203,DB01295,DB01359,DB01363,DB01365,DB01407,DB01580,DB04846,DB04855,DB04861,DB06216,DB06262,DB09068,DB11124,DB00246,DB00268,DB00353,DB00363,DB00413,DB00420,DB00458,DB00477,DB00502,DB00508,DB00543,DB00568,DB00589,DB00623,DB00679,DB00696,DB00714,DB00734,DB00777,DB00800,DB00805,DB00850,DB00875,DB00988,DB01049,DB01186,DB01200,DB01224,DB01235,DB01238,DB01239,DB01267,DB01403,DB01608,DB01614,DB01621,DB01622,DB01623,DB01624,DB04946,DB05271,DB06148,DB09225,DB09286,DB00604,DB00904,DB01079,DB01233,DB08810,DB01142,DB06144,DB00883,DB00770,DB00917		True	rs35060421,rs1801252,rs572625837,rs74414188,rs1799914,rs155417,rs4532,rs686,rs5326,,rs1805054,rs143093761,rs28730726,rs708494	noncoding,missense,synonymous,regulatory,gross	DP,DM?,DFP	,17747	,association	True	None	None	None	None	None	None	None	None	109	14	T	
hsa:2488	FSHB	None	None	None	None	rs5030646,rs121909666,rs374623109,rs5030776,rs5030777	frameshift,nonsense,missense	DM,DM?	16240,16242,375419,16241,189329	Pathogenic/Likely_pathogenic,Pathogenic,Likely_pathogenic	None	74485684,11031006	11	30220740	European, East Asian,European	28537267,28901455	intergenic_variant	2e-08,3e-08	True	0	5	D	
hsa:5465	PPARA	Icosapent,Valproic Acid,Indomethacin,Rosiglitazone,Fenoprofen,Clofibrate,Fenofibrate,Ibuprofen,Pioglitazone,Gemfibrozil,Bezafibrate,Prasterone,Resveratrol,Doconexent,Palmitic Acid,Oleic Acid,Caprylic acid,Soybean oil,Omega-3 fatty acids,Myrrh,Fenofibric acid	DB00159,DB00313,DB00328,DB00412,DB00573,DB00636,DB01039,DB01050,DB01132,DB01241,DB01393,DB01708,DB02709,DB03756,DB03796,DB04224,DB04519,DB09422,DB11133,DB11605,DB13873		True	rs1800206,rs1800234,rs1800243,rs1800242,rs1800204,rs1042311,rs781405965,rs135561	missense,regulatory,splice	DFP,DM?,DP	13701	risk_factor	True	None	None	None	None	None	None	None	None	21	8	T	
hsa:126129 hsa:1374 hsa:1375	[CPT1A]	L-Carnitine,Glyburide,Perhexiline	DB00583,DB01016,DB01074		True	rs80356799,rs80356800,rs80356801,rs80356775,rs80356789,rs80356777,rs80356793,rs80356779,rs80356774,rs80356790,rs80356791,rs80356786,rs2229738,rs28936374,rs80356776,rs80356782,rs80356796,rs80356783,rs80356787,rs80356784,rs80356794,rs80356795,rs80356785,rs397515543,rs397515544,rs189174414,rs1249954316,rs576663980,rs1316418559,rs376959593,rs767241290,rs775905916,rs1435045544,rs201252706,rs80356778,rs80356780,rs80356798,rs148059333	inframe,frameshift,gross,missense,nonsense,synonymous,canonical-splice	DM,DFP,DM?	65651,9070,65648,65653,65656,65640,65645,65644,9063,9065,9066,65661,65655,9069,65657,65654,65659,65639,9062,65642,65643,65647,65649,65641,65652,189151,9061,9071,9067,371246	Pathogenic,Conflicting_interpretations_of_pathogenicity,Likely_pathogenic,Pathogenic/Likely_pathogenic	None	None	None	None	None	None	None	None	None	3	38	T	
hsa:1806	DPYD	Fluorouracil	DB00544	True	True	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1	0	T	
hsa:336	APOA2	Zinc	DB01593		True	rs5082,rs771259264	nonstop,regulatory,canonical-splice	DM,DFP			None	None	None	None	None	None	None	None	None	1	2	T	
hsa:2180 hsa:2181 hsa:2182 hsa:23205 hsa:23305 hsa:51703 hsa:81616	[ACSL3][ACSL4]	Icosapent,Rosiglitazone	DB00159,DB00412		True	rs122458138,rs122458139	gross,missense,nonsense,canonical-splice	DM,DM?	11564,11566	Pathogenic	None	None	None	None	None	None	None	None	None	2	2	T	
hsa:4199	ME1	NADH	DB00157		True	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1	0	T	
hsa:10062	NR1H3	Diacerein	DB11994		True	rs2279238,rs61731956,rs7120118,rs746856210	synonymous,missense,gross,regulatory	DP,DM,DFP	226296	Pathogenic	None	None	None	None	None	None	None	None	None	1	4	T	
hsa:2168	FABP1	Cholic Acid,Oleic Acid	DB02659,DB04224	True	True	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2	0	T	
hsa:1962	EHHADH	NADH	DB00157		True	rs398124646	missense	DM	96711	Pathogenic	None	None	None	None	None	None	None	None	None	1	1	T	
hsa:1376	CPT2	L-Carnitine,Perhexiline	DB00583,DB01074		True	rs1057517477,rs752373512,rs1254707862,rs914022380,rs757126340,rs515726179,rs515726178,rs760255368,rs1187631754,rs917744011,rs397509431,rs754363068,rs121918528,rs778743524,rs1421884026,rs756839691,rs515726175,rs780286639,rs764849762,rs727503887,rs74315300,rs74315299,rs368311455,rs201508063,rs756931329,rs75939866,rs371971257,rs1871748,rs373638740,rs2229291,rs751557097,rs1360046080,rs539239516,rs200080591,rs199996641,rs201966320,rs398123154,rs755395180,rs757711106,rs1196469539,rs767601469,rs760976212,rs1395073685,rs1441611996,rs1479961277,rs1799821,rs144760921,rs144658100,rs17848485,rs375968699,rs1799822,rs1270645489,rs74315293,rs74315294,rs28936375,rs28936376,rs28936674,rs74315295,rs28936673,rs201065226,rs515726177,rs515726174,rs74315298,rs74315297,rs749895856,rs74315296,rs186044004,rs515726176	frameshift,inframe,gross,missense,nonsense,synonymous,canonical-splice	DM,DM?,DP	371712,189042,130892,130891,495549,92430,371697,8968,130887,166953,8967,8966,447218,188753,137028,203664,92428,460426,92431,188991,92429,376799,166955,287483,92433,8952,8953,8954,8955,8957,8958,8956,203659,130889,130886,8964,8960,8959,130890,130888	Likely_pathogenic,Pathogenic,Pathogenic/Likely_pathogenic,Uncertain_significance,Benign,Benign/Likely_benign,Conflicting_interpretations_of_pathogenicity,Likely_benign,Conflicting_interpretations_of_pathogenicity,_other	None	None	None	None	None	None	None	None	None	2	68	T	
hsa:10846 hsa:50940 hsa:5136 hsa:5137 hsa:5138 hsa:5139 hsa:5140 hsa:5145 hsa:5146 hsa:5147 hsa:5148 hsa:5149 hsa:5152 hsa:5153 hsa:5158 hsa:8654	[PDE10A][PDE11A][PDE1A][PDE1B][PDE2A][PDE3A][PDE5A][PDE6G][PDE6H][PDE1C][PDE5A]	Dipyridamole,Tofisopam,Triflusal,Tadalafil,Caffeine,Nicardipine,Felodipine,Bepridil,Anagrelide,Theophylline,Aminophylline,Oxtriphylline,Sildenafil,Pentoxifylline,Vardenafil,Citric Acid,Avanafil,Udenafil,Molsidomine	DB00975,DB08811,DB08814,DB00820,DB00201,DB00622,DB01023,DB01244,DB00261,DB00277,DB01223,DB01303,DB00203,DB00806,DB00862,DB04272,DB06237,DB06267,DB09282	,True	True	rs778899140,rs875989839,rs875989841,rs875989840,rs529789124,rs76308115,rs1438588949,rs77934668,rs17400325,rs140269105,rs74357545,rs77063376,rs77597060,rs79903863,rs374570863,rs148955609,rs115616942,rs182089527,,rs794726865,rs794726864,rs794726866,rs794726868,rs794726867,rs759348350,rs141325069,rs201005905,rs149385790,rs750934817,rs200311463,rs114575851,rs775633137	missense,frameshift,nonsense,splice,gross,regulatory,inframe,canonical-splice	DM,DM?,DFP,DP	225633,225634,225636,225635,208602,5286,377121,,193021,193022,193023,193025,193024,193020,37245,307781,433528	Pathogenic,Conflicting_interpretations_of_pathogenicity,Likely_benign,,Likely_pathogenic	None	2270221,1009077	7,4	31864413,119706266	European	23472165,28881265	intron,intergenic_variant	0.000001,0.000004	True	19	32	TD	
hsa:3251	HPRT1	Mercaptopurine	DB01033		True	rs786200980,rs137852506,rs267606863,rs886041298,rs1135401801,rs779370129,rs137852494,rs137852485,rs137852482,rs137852483,rs137852477,rs137852490,rs137852480,rs137852487,rs137852488,rs137852481,rs137852478,rs137852496,rs137852484,rs137852497,rs137852486,rs137852479,rs137852491,rs137852495,rs137852489,rs137852498,rs137852492,rs137852499,rs137852500,rs137852501,rs137852493,rs387906725,rs137852502,rs137852503,rs137852504,rs137852505,rs1228634091,rs371800609,rs398123241,rs398123240,rs672601245	missense,frameshift,noncoding,inframe,gross,nonsense,initiation,canonical-splice,splice	DM,DM?	167181,10084,284173,279979,431129,10059,10042,10038,10040,10029,10047,10034,10044,10045,10036,10030,10062,10041,10063,10043,10031,10048,10060,10061,10046,10073,10049,10037,10074,10075,10076,10058,29985,10079,10080,10081,10082,92604,92603	Pathogenic,Pathogenic,_other,Pathogenic/Likely_pathogenic,_other	None	None	None	None	None	None	None	None	None	1	41	T	
hsa:2977 hsa:2982 hsa:2983 hsa:2984 hsa:2986 hsa:3000 hsa:4881 hsa:4882	[GUCY1A2][NPR1]	Isosorbide Mononitrate,Riociguat,Isosorbide Dinitrate	DB01020,DB08931,DB00883		True	rs143093761,rs28730726	noncoding,gross,missense	DP,DFP			None	None	None	None	None	None	None	None	None	3	2	T	
hsa:3704	ITPA	Citric Acid	DB04272		True	rs1407446171,rs1127354,rs200086262,rs746930990,rs13830,rs7270101,rs200506201	gross,frameshift,missense,nonsense,regulatory,splice	DM,DM?,DFP,DP	218091,14746,218089,218090,14747	Pathogenic,drug_response	None	None	None	None	None	None	None	None	None	1	7	T	
hsa:3350 hsa:3351 hsa:3352 hsa:3354 hsa:3355	[HTR1A][HTR1B][HTR1D][HTR1E][HTR1F]	Eletriptan,Ziprasidone,Methysergide,Cabergoline,Ropinirole,Zolmitriptan,Amitriptyline,Olanzapine,Clozapine,Loxapine,Pramipexole,Imipramine,Chlorpromazine,Buspirone,Nortriptyline,Amoxapine,Propranolol,Lisuride,Trazodone,Sumatriptan,Ergotamine,Apomorphine,Trimipramine,Risperidone,Alprenolol,Ondansetron,Naratriptan,Pindolol,Dopamine,Ergoloid mesylate,Doxepin,Nefazodone,Desipramine,Pergolide,Bromocriptine,Ketamine,Quetiapine,Aripiprazole,Paliperidone,Penbutolol,Yohimbine,Acepromazine,Alverine,Molindone,Pipotiazine,Thioproperazine,Flibanserin,Iloperidone,Rotigotine,Cariprazine,Mianserin,Asenapine,Vilazodone,Cinitapride,Lurasidone,Perospirone,Cannabidiol,Vortioxetine,Brexpiprazole,Dosulepin,Pirlindole,Tianeptine,Dihydroergotamine,Almotriptan,Rizatriptan,Frovatriptan	DB00216,DB00246,DB00247,DB00248,DB00268,DB00315,DB00321,DB00334,DB00363,DB00408,DB00413,DB00458,DB00477,DB00490,DB00540,DB00543,DB00571,DB00589,DB00656,DB00669,DB00696,DB00714,DB00726,DB00734,DB00866,DB00904,DB00952,DB00960,DB00988,DB01049,DB01142,DB01149,DB01151,DB01186,DB01200,DB01221,DB01224,DB01238,DB01267,DB01359,DB01392,DB01614,DB01616,DB01618,DB01621,DB01622,DB04908,DB04946,DB05271,DB06016,DB06148,DB06216,DB06684,DB08810,DB08815,DB08922,DB09061,DB09068,DB09128,DB09167,DB09244,DB09289,DB00320,DB00918,DB00953,DB00998		True	rs367956927,rs1800044,rs6295,rs130058,rs11568817,rs13212041,	noncoding,frameshift,missense,gross,regulatory	DM,DM?,DFP	31658,375667,	Pathogenic,drug_response,	True	None	None	None	None	None	None	None	None	66	7	T	
hsa:10681 hsa:2770 hsa:2771 hsa:2773 hsa:2775 hsa:2782 hsa:2783 hsa:2784 hsa:2785 hsa:2786 hsa:2787 hsa:2788 hsa:2790 hsa:2791 hsa:2792 hsa:2793 hsa:51764 hsa:54331 hsa:55970 hsa:59345 hsa:94235	[GNG2]	Halothane	DB01159		True	None	None	None	None	None	None	None	None	None	None	None	None	None	None	1	0	T	
hsa:5740	PTGIS	Phenylbutazone,Epoprostenol	DB00812,DB01240		True	rs147584032,rs116939356,rs13306026	gross,nonsense,regulatory,canonical-splice	DFP,DM			None	None	None	None	None	None	None	None	None	2	3	T	
hsa:3293	HSD17B3	NADH	DB00157		True	rs777697545,rs119481080,rs2066479,rs772087477,rs119481076,rs752426255,rs747724352,rs142236065,rs768355659,rs191153391,rs139084702,rs767765046,rs767254534,rs1334033113,rs753360928,rs119481075,rs28939085,rs119481074,rs747329682,rs767259718,rs372027264,rs115063639,rs144809928,rs119481078,rs119481077,rs119481079,rs780178733,rs201115371,rs746001525,rs1378603446,rs149607031,rs730880305	frameshift,inframe,gross,missense,nonsense,canonical-splice,splice	DM,DP,DM?	492764,4881,255511,492763,435472,492762,4874,4875,4872,4873,242504,492767,265484,4879,4877,4880,435473,208587,488878,492761,4878,492765	Likely_pathogenic,Pathogenic,Likely_benign,Pathogenic/Likely_pathogenic	None	None	None	None	None	None	None	None	None	1	32	T	
hsa:5604 hsa:5605	[MAP2K1][MAP2K2]	Cobimetinib,Bosutinib	DB05239,DB06616		True	rs869025339,rs121908595,rs121908594,rs397516792,rs727504317,rs1199533507,rs121908596,rs397516789,rs397516793,rs746354996,rs730880501,rs797044593,rs730880502,rs730880503,rs730880504,rs730880507,rs1114167351,rs121434497,rs539555837,rs267607230,rs730880517,rs121434499,rs121434498,rs727504370,rs387906800,rs751795549,rs1057519806,rs772139417,rs730880514	inframe,missense,frameshift,gross,canonical-splice	DM,DM?	222074,13351,13350,40744,40743,40781,13352,44587,40747,228846,40780,190378,40785,40741,180901,40755,254207,8272,40824,40792,40769,8274,8273,163960,177868,8275,30170,376176,40842	Likely_pathogenic,Pathogenic,Pathogenic/Likely_pathogenic,Uncertain_significance,Likely_benign	None	None	None	None	None	None	None	None	None	2	29	T	
hsa:1956 hsa:2064 hsa:3480 hsa:3643	[EGFR][ERBB2][IGF1R][INSR][IGF1R]	Trastuzumab,Lidocaine,Gefitinib,Erlotinib,Lapatinib,Vandetanib,Afatinib,Osimertinib,Neratinib,Trastuzumab emtansine,Insulin Human,Insulin Lispro,Insulin Glargine,Insulin Pork,Insulin Aspart,Insulin Detemir,Insulin Glulisine,Mecasermin,Somatrem,Brigatinib	DB00072,DB00281,DB00317,DB00530,DB01259,DB05294,DB08916,DB09330,DB11828,DB05773,DB00030,DB00046,DB00047,DB00071,DB01306,DB01307,DB01309,DB01277,DB09098,DB12267		True	rs1271819892,rs121434569,rs1050171,rs148934350,rs146795390,rs754426793,rs1140476,rs371228501,rs483352806,rs201061916,rs606231253,rs886037891,rs143884981,rs559717059,rs144943614,rs762336338,rs150036236,rs2227983,rs712829,rs884225,rs1136201,rs1058808,rs1196929947,rs747888253,rs142456637,rs763276772,rs763371007,rs1322503729,rs746570875,rs766700950,rs121912428,rs121912426,rs121912427,rs121912429,rs33958176,rs3743262,rs1413077368,rs1253103806,rs767278224,rs56248469,rs148662051,rs45611935,rs187980012,rs45553041,rs45451896,rs773205989,rs1238271705,rs1131691583,rs150221450,rs45512296,rs149470389,rs1165403164,rs28674628,rs775724610,rs587776820,rs938519025,rs2059806,rs1347473020,rs911929963,rs1329693158,rs121913160,rs387906540,rs957304581,rs1135401741,rs764221583,rs781007453,rs1799817,rs200921389,rs1331227306,rs887190835,rs761203947,rs767336985,rs1246915228,rs749713053,rs759636582,rs1324279061,rs886037750,rs1135401737,rs1135401739,rs1135401738,rs1135401740,rs1135401742,rs121913136,rs121913137,rs121913138,rs121913140,rs121913141,rs121913142,rs121913135,rs121913143,rs121913146,rs121913145,rs387906538,rs121913144,rs121913139,rs1799816,rs121913148,rs909008899,rs121913157,rs121913152,rs52836744,rs267607184,rs121913151,rs121913150,rs1295645322,rs121913153,rs121913155,rs749094324,rs121913154,rs121913159,rs121913158,rs121913156,rs52800171,rs52826008,rs121913147,rs182552223,rs13306449,rs371294434,rs1229730671,rs1160859936,rs111993466,rs1051690,rs1366600,rs7252268,rs764083259,rs587776819,rs756470654	frameshift,gross,missense,synonymous,nonsense,regulatory,inframe,canonical-splice,noncoding,splice	DM,DP,DM?,DFP	16613,45271,45282,376212,45276,126515,157499,254143,134021,360449,360482,13873,134082,134071,431965,14792,14790,14791,14793,14794,193818,446754,446755,284570,284292,446756,429770,195570,446757,14713,198697,14714,393296,393290,194701,504474,439835,208852,393292,393293,393294,393295,393291,14680,14682,14684,14683,14689,14690,14679,14691,14694,14693,14686,14692,14687,14707,14697,14709,14702,14699,14681,14701,14700,14703,14705,14704,14711,14710,14708,14695,330456,330438,330436,330356,14712	drug_response,Benign/Likely_benign,Likely_benign,Likely_pathogenic,Uncertain_significance,Pathogenic,Benign,not_provided,protective,_protective,Conflicting_interpretations_of_pathogenicity	None	4966038	15	98903403	East Asian	27506219	intron	0.000000002	True	20	127	TD	
hsa:51384 hsa:54361 hsa:7471 hsa:7472 hsa:7473 hsa:7474 hsa:7475 hsa:7476 hsa:7477 hsa:7478 hsa:7479 hsa:7480 hsa:7481 hsa:7482 hsa:7483 hsa:7484 hsa:80326 hsa:81029 hsa:89780	[WNT4]	None	None	None	None	rs121908650,rs121908651,rs121908653,rs41441349,rs201176310,rs374814132	missense,nonsense	DM,DM?	6308,6309,6311	Pathogenic	None	16826658,7521902,2235529,10917151,4654783,55938609,3920498,12037376	1	22159378,22164231,22123994,22096228,22113027,22143958,22166394,22135618,22490474	East Asian|European,European,European, East Asian	20601957,23104006,23472165,28333195,28537267,24676469,28901453	intergenic,intron,5_prime_UTR_variant,intergenic_variant,intron_variant	2e-06,3e-11,3e-09,7e-09,8e-07,6e-06,6e-07,9.000000000000001e-17,1e-12,1.8e-15	True	0	6	D	
hsa:6422 hsa:6423 hsa:6424 hsa:6425	[SFRP4]	Cyclothiazide,Perindopril	DB00606,DB00790		True	rs879253778,rs879255603,rs755007671	frameshift,nonsense	DM	242997,242995,242996	Pathogenic	None	None	None	None	None	None	None	None	None	2	3	T	
hsa:412	STS	Norelgestromin,Tibolone	DB06713,DB09070	True	True	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2	0	T	
